id,title,defaultLanguage,caption,start,duration
11977,War Machine Trailer #2 (2017) | Movieclips Trailers,en,need to cut through exactly need to get,81.78,4.82
11978,War Machine Trailer #2 (2017) | Movieclips Trailers,en,me some goddamn cut three,83.85,5.66
11979,War Machine Trailer #2 (2017) | Movieclips Trailers,en,you know that this dinners for,86.6,5.43
11980,War Machine Trailer #2 (2017) | Movieclips Trailers,en,Afghanistan you've got the gall to kick,89.51,4.14
11981,War Machine Trailer #2 (2017) | Movieclips Trailers,en,the only Afghan in the room off my,92.03,4.41
11982,War Machine Trailer #2 (2017) | Movieclips Trailers,en,goddamn table boss I'm pretty sure the,93.65,4.53
11983,War Machine Trailer #2 (2017) | Movieclips Trailers,en,Afghan ambassador here is from,96.44,6.08
11984,War Machine Trailer #2 (2017) | Movieclips Trailers,en,Afghanistan general,98.18,4.34
11985,War Machine Trailer #2 (2017) | Movieclips Trailers,en,men are imperfect creatures left to,105.43,4.47
11986,War Machine Trailer #2 (2017) | Movieclips Trailers,en,their own devices all they really want,108.13,4.29
11987,War Machine Trailer #2 (2017) | Movieclips Trailers,en,to do is play with their dicks and eat,109.9,6.03
11988,War Machine Trailer #2 (2017) | Movieclips Trailers,en,chicken men who need to be left,112.42,5.9
11990,War Machine Trailer #2 (2017) | Movieclips Trailers,en,let me come with you okay I'm coming,118.32,3.01
11991,War Machine Trailer #2 (2017) | Movieclips Trailers,en,with you,120.97,2.97
11992,War Machine Trailer #2 (2017) | Movieclips Trailers,en,wait up I'm coming with you what did I,121.33,4.67
11993,War Machine Trailer #2 (2017) | Movieclips Trailers,en,do,123.94,2.06
11994,Churchill Trailer #1 (2017) | Movieclips Trailers,en,bitches what was pretty back mustn't let,7.38,9.71
11995,Churchill Trailer #1 (2017) | Movieclips Trailers,en,it happen again,14.68,5.45
11997,Churchill Trailer #1 (2017) | Movieclips Trailers,en,good God,20.13,8.2
11998,Churchill Trailer #1 (2017) | Movieclips Trailers,en,I was working the cavern of Arthur's,23.26,7.74
11999,Churchill Trailer #1 (2017) | Movieclips Trailers,en,defend your new secretary it's such an,28.33,4.639
12000,Churchill Trailer #1 (2017) | Movieclips Trailers,en,honor to meet you mr. Churchill sir,31,4.11
12001,Churchill Trailer #1 (2017) | Movieclips Trailers,en,Rosaleen you two drop to the floor My,32.969,5.211
12002,Churchill Trailer #1 (2017) | Movieclips Trailers,en,dear I'm not going to,35.11,7.03
12003,Churchill Trailer #1 (2017) | Movieclips Trailers,en,and either half went in this movie the,38.18,6.87
12004,Churchill Trailer #1 (2017) | Movieclips Trailers,en,gracious campaign by our allied forces,42.14,5.7
12005,Churchill Trailer #1 (2017) | Movieclips Trailers,en,the potential for disaster is too great,45.05,4.98
12006,Churchill Trailer #1 (2017) | Movieclips Trailers,en,plans for d-day have been in place for,47.84,6.84
12007,Churchill Trailer #1 (2017) | Movieclips Trailers,en,over a month I can't leave this you have,50.03,7.26
12008,Churchill Trailer #1 (2017) | Movieclips Trailers,en,no choice which is if my experience my,54.68,6.03
12009,Churchill Trailer #1 (2017) | Movieclips Trailers,en,knowledge of warfare Count Orlok the,57.29,6.12
12010,Churchill Trailer #1 (2017) | Movieclips Trailers,en,invasion of France must be stopped those,60.71,5.85
12011,Churchill Trailer #1 (2017) | Movieclips Trailers,en,there you must be done you want to be,63.41,5.67
12012,Churchill Trailer #1 (2017) | Movieclips Trailers,en,coddled I'd settle for some respect it,66.56,4.41
12013,Churchill Trailer #1 (2017) | Movieclips Trailers,en,does contain Chris Amon tell you the,69.08,2.46
12014,Churchill Trailer #1 (2017) | Movieclips Trailers,en,truth,70.97,3.48
12015,Churchill Trailer #1 (2017) | Movieclips Trailers,en,yeah army is ready okay let's go half of,71.54,4.98
12016,Churchill Trailer #1 (2017) | Movieclips Trailers,en,those men will be rotting corpses by,74.45,4.919
12017,Churchill Trailer #1 (2017) | Movieclips Trailers,en,tomorrow yeah my fiance's on one of,76.52,4.95
12018,Churchill Trailer #1 (2017) | Movieclips Trailers,en,those ships I don't want to hear that,79.369,4.821
12019,Churchill Trailer #1 (2017) | Movieclips Trailers,en,the man I love me in a few hours be dead,81.47,7.89
12020,Churchill Trailer #1 (2017) | Movieclips Trailers,en,I'm sorry I have no right you have every,84.19,11.23
12021,Churchill Trailer #1 (2017) | Movieclips Trailers,en,right they need your help try acting,89.36,8.67
12022,Churchill Trailer #1 (2017) | Movieclips Trailers,en,like a hero Winston and then maybe open,95.42,5.4
12023,Churchill Trailer #1 (2017) | Movieclips Trailers,en,indeed the to our this is the Prime,98.03,5.19
12024,Churchill Trailer #1 (2017) | Movieclips Trailers,en,Minister speaking can I give him home,100.82,5.19
12025,Churchill Trailer #1 (2017) | Movieclips Trailers,en,make them believe they will win the,103.22,5.02
12026,Churchill Trailer #1 (2017) | Movieclips Trailers,en,school,106.01,5.98
12027,Churchill Trailer #1 (2017) | Movieclips Trailers,en,this great law is taught by ordinary,108.24,4.53
12028,Churchill Trailer #1 (2017) | Movieclips Trailers,en,people,111.99,3.059
12030,Churchill Trailer #1 (2017) | Movieclips Trailers,en,this is not a war for glory it is a war,115.049,8.46
12031,Churchill Trailer #1 (2017) | Movieclips Trailers,en,for freedom with a salute wooden will be,118.619,8.901
12032,Churchill Trailer #1 (2017) | Movieclips Trailers,en,you always be a man,123.509,11.761
12034,Churchill Trailer #1 (2017) | Movieclips Trailers,en,you,135.27,3.579
12036,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,we all have one thing we're ashamed of,1.76,6.269
12037,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,the memory of one moment so embarrassing,4.34,5.999
12038,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,I was in boarding school in the middle,8.029,3.06
12039,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,of nowhere,10.339,2.611
12040,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,everyone at Wood Hill College was,11.089,4.29
12041,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,obsessed with rugby and I didn't hate,12.95,4.41
12042,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,looking for what happened if you didn't,15.379,17.7
12043,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,love us I was persecuted dating that's,17.36,17.1
12044,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,the guy who changed everything,33.079,4.621
12045,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,reveal to me who you are again everyone,34.46,9.27
12046,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,Connor I can't share with a guy like him,37.7,7.8
12047,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,you were wondering if there's another,43.73,3.45
12048,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,room you could sleep in but what's wrong,45.5,3.239
12049,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,with the room that you already have no,47.18,3.36
12050,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,way you can make him feel welcome oh yes,48.739,3.961
12051,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,he's a rugby player so leaving my,50.54,3.93
12052,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,friendship would be angry it's quite a,52.7,3.72
12053,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,persecution complex your fellow man,54.47,3.12
12054,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,thank you,56.42,3.659
12055,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,how do you know course I kind like,57.59,4.23
12056,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,really you know we're not all the same,60.079,5.01
12057,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,despite my best intentions I began to,61.82,6.299
12058,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,feel like I fit in you're spending a lot,65.089,6.24
12059,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,of time with the wrong kind of people,68.119,5.761
12060,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,garage economist via stinger one week,71.329,4.051
12061,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,before the semi-final of the senior cop,73.88,4.519
12062,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,modern life is rubbish,75.38,3.019
12063,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,I want to go see my friends see it's not,79.759,5.581
12064,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,your friend we all have one thing were,82.22,6.99
12065,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,ashamed of one moment so embarrassing,85.34,5.34
12066,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,we don't think we'll ever get over us,89.21,4.62
12067,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,Connors gone missing you spend your,90.68,4.68
12068,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,whole life being someone else who's,93.83,3.2
12069,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,gonna be you,95.36,3.22
12072,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,reveal to them who you are if you dare,101.57,4.74
12076,Handsome Devil Trailer #1 (2017) | Movieclips Indie,None,you,110.6,2.059
12153,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,Have you been all right?,11.24,1.66
12154,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,Have you?,16.4,1.16
12155,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,No.,19.12,1
12156,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,You wrote that you were.,24.22,1.52
12157,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,"Hello, Durham!",42.22,1
12158,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,"Did you ever dream you'd have a friend, someone to last your whole life?",49.54,2.58
12159,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,"This is Maurice Hall. Welcome to Cambridge, Mister Hall...",59.54,2.04
12160,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,"By continuing like this, you and I are risking everything we have.",77.58,2.38
12161,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,"our families, our names....",81.72,1.24
12162,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,I don't give a damn about name.,83.18,1.46
12163,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,Other any happiness there is for me?,91.36,1.88
12164,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,"There are other ways to be happy, you know....",93.66,1.98
12165,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,"Maurice, I hope nothing's wrong.",106.22,1.62
12166,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,Pretty well everything.,108.3,1.16
12167,Maurice Re-Release Trailer (2017) | Movieclips Trailers,en,What an ending. What an ending.,125.76,2.46
12311,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,this is my dear friend Beatrice hey nice,12.2,5.589
12312,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,to meet you Beatrice is a healer I do,15.359,5.191
12313,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,massage smile therapy lady,17.789,4.951
12314,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,this woman is a saint it's like birds,20.55,3.63
12315,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,fly out of the sky and land on her,22.74,3.6
12316,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,shoulder halt like snow white,24.18,5.25
12317,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,can I get another bourbon hon oh no God,26.34,4.89
12318,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,this is Beatrice she's staying for,29.43,3.66
12319,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,dinner oh you were hovering I just,31.23,3.87
12320,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,figured you a part of this yeah I know,33.09,4.17
12321,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,you Doug famous who's been on the news I,35.1,4.709
12322,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,don't know why I think I know you ever,37.26,5.18
12323,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,dance in Vegas,39.809,4.98
12324,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,thank you for having us at your stunning,42.44,4.36
12325,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,home I couldn't be more pleased and how,44.789,3.87
12326,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,smoothly this whole process has gone,46.8,3.839
12327,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,Alec if any of those efforts were,48.659,4.11
12328,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,illegal I do not know you nor was I even,50.639,4.52
12329,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,here another design and it's my house,52.769,5.101
12330,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,just like to say to Kathy and grant,55.159,4.45
12331,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,thank you for having me when I first,57.87,3.419
12332,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,came to the United States a long time,59.609,4.971
12333,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,ago would you come legally yes ah,61.289,6.031
12334,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,tenderloin was amazing so is the fish so,64.58,3.6
12335,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,buttery,67.32,3.72
12336,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,so don't you've been Houghton I just,68.18,5.56
12337,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,don't I always had inside me the desire,71.04,5.31
12338,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,to be here for you you're working you're,73.74,5.7
12339,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,contributing we're going to South Africa,76.35,4.53
12340,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,in a couple of days it's true what they,79.44,2.7
12341,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,say those animals would basically be,80.88,2.67
12342,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,gone if it wasn't for the nun thing I,82.14,2.64
12343,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,don't consider it murder,83.55,4.08
12344,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,it's like this original dance man and,84.78,4.92
12345,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,beast was struggle for survival are you,87.63,5.85
12346,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,for you you can't do you think it's,89.7,4.35
12347,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,funny,93.48,5.31
12348,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,I think it's sick you think killing is,94.05,7.38
12349,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,hard time he can break something in two,98.79,5.52
12350,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,seconds because they forever to fix it,101.43,5.46
12351,Beatriz at Dinner Trailer #1 (2017) | Movieclips Indie,None,like you have a pretty tough job I think,104.31,4.8
